Fecha Emisión :31/12/2021 - 21:35;
Trading day;Product;Place of delivery;Area;First Day Delivery;Last Day Delivery;"MIBGAS Daily Price [EUR/MWh]";
28/05/2021;GDAES_D+1;PVB;ES;29/05/2021;29/05/2021;24.83;
28/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;25.45;
28/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.55;
28/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.68;
27/05/2021;GDAES_D+1;PVB;ES;28/05/2021;28/05/2021;26.69;
27/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;25.35;
27/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.55;
27/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.68;
26/05/2021;GDAES_D+1;PVB;ES;27/05/2021;27/05/2021;26.3;
26/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26;
26/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.65;
26/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.33;
25/05/2021;GDAES_D+1;PVB;ES;26/05/2021;26/05/2021;25.71;
25/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26.24;
25/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.94;
25/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.28;
24/05/2021;GDAES_D+1;PVB;ES;25/05/2021;25/05/2021;24;
24/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.45;
24/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;24.85;
24/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.53;
23/05/2021;GDAES_D+1;PVB;ES;24/05/2021;24/05/2021;24.4;
22/05/2021;GDAES_D+1;PVB;ES;23/05/2021;23/05/2021;24.96;
21/05/2021;GDAES_D+1;PVB;ES;22/05/2021;22/05/2021;24.6;
21/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.65;
21/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.05;
21/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.98;
20/05/2021;GDAES_D+1;PVB;ES;21/05/2021;21/05/2021;23.49;
20/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.43;
20/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.05;
20/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.98;
19/05/2021;GDAES_D+1;PVB;ES;20/05/2021;20/05/2021;22.81;
19/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;22.81;
19/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;23.25;
19/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.98;
18/05/2021;GDAES_D+1;PVB;ES;19/05/2021;19/05/2021;24.73;
18/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.98;
18/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.4;
18/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.98;
17/05/2021;GDAES_D+1;PVB;ES;18/05/2021;18/05/2021;25.69;
17/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26.2;
17/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.75;
17/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.88;
16/05/2021;GDAES_D+1;PVB;ES;17/05/2021;17/05/2021;26.51;
15/05/2021;GDAES_D+1;PVB;ES;16/05/2021;16/05/2021;24.96;
14/05/2021;GDAES_D+1;PVB;ES;15/05/2021;15/05/2021;25.33;
14/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26.75;
14/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.75;
14/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.93;
13/05/2021;GDAES_D+1;PVB;ES;14/05/2021;14/05/2021;24.53;
13/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26.53;
13/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.75;
13/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.93;
12/05/2021;GDAES_D+1;PVB;ES;13/05/2021;13/05/2021;25.25;
12/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26.43;
12/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.85;
12/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;23.28;
11/05/2021;GDAES_D+1;PVB;ES;12/05/2021;12/05/2021;25.33;
11/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;26.22;
11/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.55;
11/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.93;
10/05/2021;GDAES_D+1;PVB;ES;11/05/2021;11/05/2021;24.4;
10/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;25.1;
10/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.75;
10/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.28;
09/05/2021;GDAES_D+1;PVB;ES;10/05/2021;10/05/2021;24.18;
08/05/2021;GDAES_D+1;PVB;ES;09/05/2021;09/05/2021;24.15;
07/05/2021;GDAES_D+1;PVB;ES;08/05/2021;08/05/2021;23.86;
07/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.58;
07/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;24.8;
07/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.68;
06/05/2021;GDAES_D+1;PVB;ES;07/05/2021;07/05/2021;24.75;
06/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.9;
06/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.15;
06/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.63;
05/05/2021;GDAES_D+1;PVB;ES;06/05/2021;06/05/2021;24.34;
05/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;24.6;
05/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;24.75;
05/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.38;
04/05/2021;GDAES_D+1;PVB;ES;05/05/2021;05/05/2021;24.71;
04/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;23.95;
04/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;24.5;
04/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;20.33;
03/05/2021;GDAES_D+1;PVB;ES;04/05/2021;04/05/2021;27.04;
03/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;;
03/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;23.19;
03/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;20.33;
02/05/2021;GDAES_D+1;PVB;ES;03/05/2021;03/05/2021;25.25;
01/05/2021;GDAES_D+1;PVB;ES;02/05/2021;02/05/2021;22.99;
30/04/2021;GDAES_D+1;PVB;ES;01/05/2021;01/05/2021;22.87;
30/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;23.05;
30/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;23.19;
30/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;20.33;
29/04/2021;GDAES_D+1;PVB;ES;30/04/2021;30/04/2021;23.42;
29/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;22.55;
29/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;23.19;
29/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;20.33;
28/04/2021;GDAES_D+1;PVB;ES;29/04/2021;29/04/2021;22.88;
28/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;21.85;
28/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;22.25;
28/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.93;
27/04/2021;GDAES_D+1;PVB;ES;28/04/2021;28/04/2021;22.94;
27/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;21.9;
27/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;21.45;
27/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.5;
26/04/2021;GDAES_D+1;PVB;ES;27/04/2021;27/04/2021;22;
26/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;20.53;
26/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;20.9;
26/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.28;
25/04/2021;GDAES_D+1;PVB;ES;26/04/2021;26/04/2021;22.25;
24/04/2021;GDAES_D+1;PVB;ES;25/04/2021;25/04/2021;20.45;
23/04/2021;GDAES_D+1;PVB;ES;24/04/2021;24/04/2021;20.16;
23/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;20.27;
23/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;22.23;
23/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.38;
22/04/2021;GDAES_D+1;PVB;ES;23/04/2021;23/04/2021;22;
22/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;21.65;
22/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;22.23;
22/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.88;
21/04/2021;GDAES_D+1;PVB;ES;22/04/2021;22/04/2021;22.75;
21/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;21.53;
21/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;22.1;
21/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.73;
20/04/2021;GDAES_D+1;PVB;ES;21/04/2021;21/04/2021;22.6;
20/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;21.5;
20/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;22.15;
20/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.78;
19/04/2021;GDAES_D+1;PVB;ES;20/04/2021;20/04/2021;22.86;
19/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;21.15;
19/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;21.8;
19/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.68;
18/04/2021;GDAES_D+1;PVB;ES;19/04/2021;19/04/2021;22.8;
17/04/2021;GDAES_D+1;PVB;ES;18/04/2021;18/04/2021;21.7;
16/04/2021;GDAES_D+1;PVB;ES;17/04/2021;17/04/2021;21.17;
16/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;20.78;
16/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;21.4;
16/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.43;
15/04/2021;GDAES_D+1;PVB;ES;16/04/2021;16/04/2021;21.56;
15/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;20.43;
15/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;20.55;
15/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.93;
14/04/2021;GDAES_D+1;PVB;ES;15/04/2021;15/04/2021;21;
14/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;19.93;
14/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;20.55;
14/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.93;
13/04/2021;GDAES_D+1;PVB;ES;14/04/2021;14/04/2021;21;
13/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;19.83;
13/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;20.36;
13/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.83;
12/04/2021;GDAES_D+1;PVB;ES;13/04/2021;13/04/2021;21;
12/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;19.96;
12/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;20.3;
12/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.03;
11/04/2021;GDAES_D+1;PVB;ES;12/04/2021;12/04/2021;20.47;
10/04/2021;GDAES_D+1;PVB;ES;11/04/2021;11/04/2021;19.63;
09/04/2021;GDAES_D+1;PVB;ES;10/04/2021;10/04/2021;19.3;
09/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;19.08;
09/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;19.5;
09/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.73;
08/04/2021;GDAES_D+1;PVB;ES;09/04/2021;09/04/2021;20.2;
08/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;18.93;
08/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;19.5;
08/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.78;
07/04/2021;GDAES_D+1;PVB;ES;08/04/2021;08/04/2021;20.21;
07/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;19.15;
07/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;19.7;
07/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.98;
06/04/2021;GDAES_D+1;PVB;ES;07/04/2021;07/04/2021;20.49;
06/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;19.48;
06/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;20.23;
06/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.18;
05/04/2021;GDAES_D+1;PVB;ES;06/04/2021;06/04/2021;19.31;
04/04/2021;GDAES_D+1;PVB;ES;05/04/2021;05/04/2021;18.97;
03/04/2021;GDAES_D+1;PVB;ES;04/04/2021;04/04/2021;18.61;
02/04/2021;GDAES_D+1;PVB;ES;03/04/2021;03/04/2021;19.81;
01/04/2021;GDAES_D+1;PVB;ES;02/04/2021;02/04/2021;19.11;
01/04/2021;GMAES;PVB;ES;01/05/2021;31/05/2021;18.8;
01/04/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;;
01/04/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.7;
31/03/2021;GDAES_D+1;PVB;ES;01/04/2021;01/04/2021;18.72;
31/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;18.6;
31/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.7;
30/03/2021;GDAES_D+1;PVB;ES;31/03/2021;31/03/2021;18.1;
30/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;18.45;
30/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;18.2;
30/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.7;
29/03/2021;GDAES_D+1;PVB;ES;30/03/2021;30/03/2021;17.88;
29/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;18.08;
29/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;18.2;
29/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.7;
28/03/2021;GDAES_D+1;PVB;ES;29/03/2021;29/03/2021;17.99;
27/03/2021;GDAES_D+1;PVB;ES;28/03/2021;28/03/2021;17.68;
26/03/2021;GDAES_D+1;PVB;ES;27/03/2021;27/03/2021;17.95;
26/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;18.24;
26/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;18.2;
26/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.83;
25/03/2021;GDAES_D+1;PVB;ES;26/03/2021;26/03/2021;18.37;
25/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.75;
25/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.85;
25/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.58;
24/03/2021;GDAES_D+1;PVB;ES;25/03/2021;25/03/2021;18.36;
24/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.83;
24/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.75;
24/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.83;
23/03/2021;GDAES_D+1;PVB;ES;24/03/2021;24/03/2021;18.51;
23/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.69;
23/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.65;
23/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.73;
22/03/2021;GDAES_D+1;PVB;ES;23/03/2021;23/03/2021;18.48;
22/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.35;
22/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.18;
22/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.83;
21/03/2021;GDAES_D+1;PVB;ES;22/03/2021;22/03/2021;17.64;
20/03/2021;GDAES_D+1;PVB;ES;21/03/2021;21/03/2021;16.32;
19/03/2021;GDAES_D+1;PVB;ES;20/03/2021;20/03/2021;16.55;
19/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.71;
19/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.18;
19/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.53;
18/03/2021;GDAES_D+1;PVB;ES;19/03/2021;19/03/2021;17.51;
18/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.93;
18/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.18;
18/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.53;
17/03/2021;GDAES_D+1;PVB;ES;18/03/2021;18/03/2021;17.21;
17/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.2;
17/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.45;
17/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.78;
16/03/2021;GDAES_D+1;PVB;ES;17/03/2021;17/03/2021;17.11;
16/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.93;
16/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.15;
16/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.68;
15/03/2021;GDAES_D+1;PVB;ES;16/03/2021;16/03/2021;18.02;
15/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.69;
15/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.7;
15/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.88;
14/03/2021;GDAES_D+1;PVB;ES;15/03/2021;15/03/2021;19;
13/03/2021;GDAES_D+1;PVB;ES;14/03/2021;14/03/2021;18;
12/03/2021;GDAES_D+1;PVB;ES;13/03/2021;13/03/2021;17.67;
12/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.73;
12/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;18.05;
12/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;19.08;
11/03/2021;GDAES_D+1;PVB;ES;12/03/2021;12/03/2021;17.73;
11/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.52;
11/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.8;
11/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.93;
10/03/2021;GDAES_D+1;PVB;ES;11/03/2021;11/03/2021;18.01;
10/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;17.25;
10/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.5;
10/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.63;
09/03/2021;GDAES_D+1;PVB;ES;10/03/2021;10/03/2021;17.26;
09/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.52;
09/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.75;
09/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.28;
08/03/2021;GDAES_D+1;PVB;ES;09/03/2021;09/03/2021;16.55;
08/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.05;
08/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.35;
08/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.98;
07/03/2021;GDAES_D+1;PVB;ES;08/03/2021;08/03/2021;16.67;
06/03/2021;GDAES_D+1;PVB;ES;07/03/2021;07/03/2021;16.55;
05/03/2021;GDAES_D+1;PVB;ES;06/03/2021;06/03/2021;16.02;
05/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.13;
05/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.4;
05/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.03;
04/03/2021;GDAES_D+1;PVB;ES;05/03/2021;05/03/2021;16.18;
04/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;15.83;
04/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;15.95;
04/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.68;
03/03/2021;GDAES_D+1;PVB;ES;04/03/2021;04/03/2021;16.15;
03/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;15.5;
03/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;15.55;
03/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.43;
02/03/2021;GDAES_D+1;PVB;ES;03/03/2021;03/03/2021;16.07;
02/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;15.8;
02/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.15;
02/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.43;
01/03/2021;GDAES_D+1;PVB;ES;02/03/2021;02/03/2021;16.21;
01/03/2021;GMAES;PVB;ES;01/04/2021;30/04/2021;16.05;
01/03/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.15;
01/03/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.63;
28/02/2021;GDAES_D+1;PVB;ES;01/03/2021;01/03/2021;16.46;
27/02/2021;GDAES_D+1;PVB;ES;28/02/2021;28/02/2021;15.1;
26/02/2021;GDAES_D+1;PVB;ES;27/02/2021;27/02/2021;14.92;
26/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;15.58;
26/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;15.7;
26/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.48;
25/02/2021;GDAES_D+1;PVB;ES;26/02/2021;26/02/2021;15.77;
25/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;15.43;
25/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.37;
25/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.76;
24/02/2021;GDAES_D+1;PVB;ES;25/02/2021;25/02/2021;15.83;
24/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;15.88;
24/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.37;
24/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.76;
23/02/2021;GDAES_D+1;PVB;ES;24/02/2021;24/02/2021;15.71;
23/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;15.92;
23/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.23;
23/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.58;
22/02/2021;GDAES_D+1;PVB;ES;23/02/2021;23/02/2021;15.65;
22/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;15.6;
22/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;15.93;
22/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.32;
21/02/2021;GDAES_D+1;PVB;ES;22/02/2021;22/02/2021;16.21;
20/02/2021;GDAES_D+1;PVB;ES;21/02/2021;21/02/2021;15.94;
19/02/2021;GDAES_D+1;PVB;ES;20/02/2021;20/02/2021;15.69;
19/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;16.15;
19/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.38;
19/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.6;
18/02/2021;GDAES_D+1;PVB;ES;19/02/2021;19/02/2021;16.07;
18/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;16.43;
18/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.72;
18/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.91;
17/02/2021;GDAES_D+1;PVB;ES;18/02/2021;18/02/2021;16.26;
17/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;16;
17/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.21;
17/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.63;
16/02/2021;GDAES_D+1;PVB;ES;17/02/2021;17/02/2021;16.31;
16/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;16.14;
16/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.34;
16/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.71;
15/02/2021;GDAES_D+1;PVB;ES;16/02/2021;16/02/2021;15.99;
15/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;15.7;
15/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.56;
15/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.87;
14/02/2021;GDAES_D+1;PVB;ES;15/02/2021;15/02/2021;16.9;
13/02/2021;GDAES_D+1;PVB;ES;14/02/2021;14/02/2021;16.49;
12/02/2021;GDAES_D+1;PVB;ES;13/02/2021;13/02/2021;17.01;
12/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;16.75;
12/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.56;
12/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.87;
11/02/2021;GDAES_D+1;PVB;ES;12/02/2021;12/02/2021;17.29;
11/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;16.68;
11/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.76;
11/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.87;
10/02/2021;GDAES_D+1;PVB;ES;11/02/2021;11/02/2021;18.3;
10/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;17.88;
10/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.46;
10/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.39;
09/02/2021;GDAES_D+1;PVB;ES;10/02/2021;10/02/2021;18.17;
09/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;18.25;
09/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.78;
09/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.48;
